transaction_id,agent_id,customer_id,beneficiary_id,action_type,amount,currency,timestamp,device_id,ip_address,status,is_anomaly,anomaly_type
txn_0063187,agent_015,customer_00097,vendor_0304,PAYMENT,2785.72,INR,2026-08-10 14:43:48.200609,device_092,192.168.106.29,SUCCESS,0,NONE
txn_0088815,agent_004,customer_04666,vendor_0095,REFUND,3835.65,INR,2026-08-10 13:51:25.200609,device_122,192.168.149.200,SUCCESS,0,NONE
txn_0000364,agent_033,customer_02558,vendor_0039,PAYMENT,5417.65,INR,2026-08-20 10:22:22.200609,device_118,192.168.88.209,SUCCESS,0,NONE
txn_0093316,agent_032,customer_02292,vendor_0433,PAYMENT_LINK,2843.52,INR,2026-08-09 21:02:13.200609,device_149,192.168.223.138,SUCCESS,0,NONE
txn_0082025,agent_045,customer_00158,vendor_0117,PAYMENT,699.06,INR,2026-08-04 08:39:23.200609,device_048,192.168.42.182,FAILED,0,NONE
txn_0086288,agent_048,customer_01853,vendor_0349,PAYMENT,13446.5,INR,2026-08-15 14:50:02.200609,device_066,192.168.11.207,SUCCESS,0,NONE
txn_0083773,agent_032,customer_02038,vendor_0366,PAYMENT,1054.01,INR,2026-08-16 16:46:32.200609,device_185,192.168.56.206,FAILED,0,NONE
txn_0020716,agent_024,customer_04051,vendor_0361,PAYMENT,2837.02,INR,2026-08-28 18:28:31.200609,device_077,192.168.50.77,FAILED,0,NONE
txn_0060652,agent_048,customer_03372,vendor_0421,PAYMENT,5656.2,INR,2026-08-30 17:37:31.200609,device_076,192.168.170.232,FAILED,0,NONE
txn_0017476,agent_018,customer_04663,vendor_0282,REFUND,21587.43,INR,2026-08-28 13:57:25.200609,device_003,192.168.19.74,SUCCESS,0,NONE
txn_0010854,agent_035,customer_00860,vendor_0427,PAYMENT_LINK,4141.76,INR,2026-08-24 12:02:11.200609,device_137,192.168.119.215,FAILED,0,NONE
txn_0022709,agent_039,customer_03686,vendor_0466,PAYOUT,100.0,INR,2026-08-30 15:32:33.200609,device_152,192.168.122.219,SUCCESS,0,NONE
txn_0044085,agent_016,customer_02280,vendor_0427,PAYMENT,2531.22,INR,2026-08-03 16:18:28.200609,device_088,192.168.70.31,SUCCESS,0,NONE
txn_0035632,agent_005,customer_03182,vendor_0127,REFUND,3554.81,INR,2026-08-03 16:56:18.200609,device_073,192.168.227.211,FAILED,0,NONE
txn_0097834,agent_050,customer_01320,vendor_0345,PAYOUT,20342.08,INR,2026-08-24 10:18:09.200609,device_181,192.168.10.27,SUCCESS,1,TRANSACTION_BURST
txn_0019492,agent_046,customer_00458,vendor_0191,PAYOUT,19620.56,INR,2026-08-16 14:12:40.200609,device_012,192.168.57.112,SUCCESS,0,NONE
txn_0042147,agent_041,customer_01205,vendor_0039,PAYMENT,2911.1,INR,2026-08-04 17:27:29.200609,device_150,192.168.248.146,SUCCESS,0,NONE
txn_0023079,agent_031,customer_03724,vendor_0485,PAYMENT,2253.05,INR,2026-08-06 14:25:11.200609,device_165,192.168.32.80,SUCCESS,0,NONE
txn_0038991,agent_001,customer_03181,vendor_0179,PAYMENT,19588.5,INR,2026-08-04 15:08:54.200609,device_093,192.168.188.161,SUCCESS,0,NONE
txn_0069387,agent_043,customer_02918,vendor_0357,PAYMENT_LINK,1639.88,INR,2026-08-21 17:53:57.200609,device_158,192.168.91.193,SUCCESS,0,NONE
txn_0022205,agent_018,customer_04182,vendor_0102,PAYOUT,19869.63,INR,2026-08-06 12:37:31.200609,device_043,192.168.42.228,SUCCESS,0,NONE
txn_0081559,agent_002,customer_04116,vendor_0157,PAYMENT,12872.69,INR,2026-08-24 09:36:14.200609,device_199,192.168.13.238,SUCCESS,0,NONE
txn_0017173,agent_009,customer_04371,vendor_0130,PAYOUT,17471.27,INR,2026-08-29 14:15:36.200609,device_069,192.168.241.239,SUCCESS,0,NONE
txn_0030032,agent_037,customer_00841,vendor_0065,PAYOUT,14562.79,INR,2026-08-10 09:20:38.200609,device_088,192.168.188.113,SUCCESS,0,NONE
txn_0027870,agent_042,customer_04205,vendor_0036,PAYOUT,10296.56,INR,2026-08-07 16:53:57.200609,device_167,192.168.38.34,SUCCESS,0,NONE
txn_0058431,agent_038,customer_01469,vendor_0077,PAYOUT,4272.64,INR,2026-08-24 12:41:26.200609,device_032,192.168.48.46,SUCCESS,0,NONE
txn_0014767,agent_010,customer_03132,vendor_0219,PAYOUT,9427.53,INR,2026-08-11 10:02:01.200609,device_137,192.168.57.74,SUCCESS,0,NONE
txn_0080515,agent_038,customer_01209,vendor_0207,PAYMENT,6359.36,INR,2026-08-16 14:35:05.200609,device_157,192.168.103.162,SUCCESS,0,NONE
txn_0090558,agent_009,customer_02779,vendor_0056,PAYMENT,14706.07,INR,2026-08-19 12:21:31.200609,device_169,192.168.127.204,SUCCESS,0,NONE
txn_0087164,agent_035,customer_04810,vendor_0001,PAYMENT,3509.36,INR,2026-08-13 12:47:12.200609,device_090,192.168.10.243,SUCCESS,0,NONE
txn_0055845,agent_012,customer_02600,vendor_0354,PAYMENT,10487.28,INR,2026-08-06 17:27:27.200609,device_035,192.168.251.176,SUCCESS,0,NONE
txn_0039430,agent_010,customer_01783,vendor_0407,REFUND,10268.99,INR,2026-08-12 09:15:30.200609,device_195,192.168.10.5,SUCCESS,0,NONE
txn_0076441,agent_038,customer_03350,vendor_0308,PAYOUT,10866.38,INR,2026-08-02 11:57:48.200609,device_038,192.168.28.143,SUCCESS,0,NONE
txn_0020093,agent_038,customer_00173,vendor_0190,PAYOUT,11272.13,INR,2026-08-22 12:11:16.200609,device_005,192.168.122.164,SUCCESS,0,NONE
txn_0062629,agent_013,customer_00397,vendor_0013,PAYOUT,23288.31,INR,2026-08-06 09:27:42.200609,device_010,192.168.25.84,SUCCESS,0,NONE
txn_0014871,agent_040,customer_01880,vendor_0106,PAYMENT,2130.65,INR,2026-08-23 20:11:22.200609,device_078,192.168.133.70,SUCCESS,0,NONE
txn_0025703,agent_001,customer_03187,vendor_0329,PAYOUT,8629.21,INR,2026-08-19 17:42:46.200609,device_043,192.168.114.120,SUCCESS,0,NONE
txn_0002965,agent_003,customer_03309,vendor_0255,PAYMENT,2407.07,INR,2026-08-09 14:07:56.200609,device_025,192.168.125.244,FAILED,0,NONE
txn_0053068,agent_043,customer_00644,vendor_0317,PAYMENT,1396.31,INR,2026-08-31 10:24:46.200609,device_062,192.168.111.117,SUCCESS,0,NONE
txn_0047216,agent_013,customer_00588,vendor_0233,PAYMENT,12459.36,INR,2026-08-03 10:28:18.200609,device_011,192.168.12.49,SUCCESS,0,NONE
txn_0072821,agent_021,customer_00383,vendor_0299,PAYMENT,3360.65,INR,2026-08-23 19:25:41.200609,device_031,192.168.238.20,SUCCESS,0,NONE
txn_0013736,agent_009,customer_00836,vendor_0407,PAYMENT,12252.01,INR,2026-08-06 10:32:19.200609,device_098,192.168.48.37,SUCCESS,0,NONE
txn_0061227,agent_048,customer_04936,vendor_0401,PAYOUT,3192.35,INR,2026-08-05 17:15:40.200609,device_007,192.168.81.250,SUCCESS,0,NONE
txn_0006681,agent_046,customer_00075,vendor_0489,REFUND,30612.03,INR,2026-08-05 15:25:05.200609,device_145,192.168.9.128,FAILED,0,NONE
txn_0096774,agent_007,customer_04604,vendor_0211,PAYOUT,11693.02,INR,2026-08-24 16:07:47.200609,device_151,192.168.221.94,SUCCESS,1,NEW_BENEFICIARY
txn_0025350,agent_013,customer_00188,vendor_0141,PAYMENT,15626.07,INR,2026-08-16 09:46:22.200609,device_178,192.168.102.46,SUCCESS,0,NONE
txn_0004723,agent_005,customer_03034,vendor_0227,REFUND,2609.18,INR,2026-08-13 14:32:32.200609,device_020,192.168.31.130,SUCCESS,0,NONE
txn_0035583,agent_039,customer_00527,vendor_0123,PAYOUT,7464.51,INR,2026-08-06 11:21:02.200609,device_092,192.168.113.197,FAILED,0,NONE
txn_0049409,agent_035,customer_04697,vendor_0472,PAYMENT_LINK,1433.24,INR,2026-08-05 20:51:18.200609,device_077,192.168.244.83,SUCCESS,0,NONE
txn_0018607,agent_029,customer_02760,vendor_0045,REFUND,1960.95,INR,2026-08-12 12:56:10.200609,device_166,192.168.219.105,SUCCESS,0,NONE
txn_0089426,agent_007,customer_00436,vendor_0274,PAYMENT,17076.12,INR,2026-08-16 09:27:59.200609,device_164,192.168.111.103,SUCCESS,0,NONE
txn_0076794,agent_036,customer_04526,vendor_0194,PAYOUT,18215.55,INR,2026-08-28 12:57:19.200609,device_180,192.168.41.130,SUCCESS,0,NONE
txn_0018325,agent_046,customer_02959,vendor_0138,PAYOUT,13941.72,INR,2026-08-08 17:47:23.200609,device_092,192.168.6.160,SUCCESS,0,NONE
txn_0068993,agent_047,customer_01998,vendor_0117,PAYOUT,8829.58,INR,2026-08-21 11:41:34.200609,device_114,192.168.14.22,SUCCESS,0,NONE
txn_0029474,agent_034,customer_04878,vendor_0222,PAYMENT,2339.78,INR,2026-08-25 13:12:25.200609,device_012,192.168.229.184,FAILED,0,NONE
txn_0007428,agent_029,customer_03674,vendor_0064,PAYMENT,5829.91,INR,2026-08-21 10:19:19.200609,device_084,192.168.108.63,FAILED,0,NONE
txn_0030088,agent_035,customer_02342,vendor_0100,PAYMENT_LINK,1861.38,INR,2026-08-18 20:02:26.200609,device_077,192.168.135.170,FAILED,0,NONE
txn_0063365,agent_014,customer_01157,vendor_0479,PAYMENT,8440.71,INR,2026-08-17 12:24:48.200609,device_094,192.168.127.85,SUCCESS,0,NONE
txn_0055657,agent_032,customer_00428,vendor_0498,PAYMENT,2604.62,INR,2026-08-04 11:31:31.200609,device_010,192.168.60.159,SUCCESS,0,NONE
txn_0026835,agent_037,customer_04724,vendor_0231,PAYMENT,18323.03,INR,2026-08-21 15:25:28.200609,device_094,192.168.60.206,SUCCESS,0,NONE
txn_0009633,agent_013,customer_03067,vendor_0348,PAYMENT,22017.93,INR,2026-08-04 13:44:53.200609,device_183,192.168.155.102,SUCCESS,0,NONE
txn_0019037,agent_031,customer_04638,vendor_0307,PAYMENT,751.94,INR,2026-08-02 20:19:19.200609,device_112,192.168.130.29,SUCCESS,0,NONE
txn_0014972,agent_039,customer_01960,vendor_0067,PAYOUT,10788.1,INR,2026-08-16 11:37:13.200609,device_147,192.168.128.31,SUCCESS,0,NONE
txn_0093084,agent_034,customer_02263,vendor_0340,PAYMENT,2594.3,INR,2026-08-31 18:59:26.200609,device_059,192.168.162.21,SUCCESS,0,NONE
txn_0054499,agent_001,customer_00041,vendor_0362,PAYMENT,13456.2,INR,2026-08-31 11:45:11.200609,device_167,192.168.198.226,SUCCESS,0,NONE
txn_0011655,agent_043,customer_01640,vendor_0095,PAYMENT,2263.9,INR,2026-08-31 10:43:19.200609,device_020,192.168.206.165,SUCCESS,0,NONE
txn_0013709,agent_018,customer_03639,vendor_0208,REFUND,7789.43,INR,2026-08-18 15:10:26.200609,device_055,192.168.14.133,FAILED,0,NONE
txn_0008289,agent_024,customer_01377,vendor_0222,PAYMENT,2144.29,INR,2026-08-03 15:09:29.200609,device_037,192.168.115.86,SUCCESS,0,NONE
txn_0032386,agent_015,customer_02207,vendor_0236,REFUND,1318.55,INR,2026-08-09 17:32:03.200609,device_050,192.168.59.254,SUCCESS,0,NONE
txn_0035893,agent_002,customer_03506,vendor_0408,PAYOUT,13401.59,INR,2026-08-26 13:15:05.200609,device_058,192.168.218.231,FAILED,0,NONE
txn_0052083,agent_045,customer_00624,vendor_0088,PAYMENT,7014.17,INR,2026-08-27 18:10:49.200609,device_144,192.168.138.61,SUCCESS,0,NONE
txn_0092595,agent_001,customer_01783,vendor_0401,PAYOUT,1656.99,INR,2026-08-31 11:31:24.200609,device_171,192.168.214.26,SUCCESS,0,NONE
txn_0020724,agent_017,customer_00640,vendor_0269,REFUND,25957.55,INR,2026-08-26 17:28:03.200609,device_091,192.168.42.24,SUCCESS,0,NONE
txn_0018096,agent_021,customer_02759,vendor_0498,REFUND,1044.88,INR,2026-08-29 18:39:30.200609,device_121,192.168.138.117,SUCCESS,0,NONE
txn_0031141,agent_001,customer_04183,vendor_0032,PAYOUT,11759.91,INR,2026-08-10 10:04:47.200609,device_055,192.168.149.44,SUCCESS,0,NONE
txn_0042576,agent_017,customer_00376,vendor_0376,PAYOUT,20165.99,INR,2026-08-22 17:23:55.200609,device_115,192.168.120.169,SUCCESS,0,NONE
txn_0083299,agent_031,customer_02557,vendor_0023,PAYMENT,1095.95,INR,2026-08-30 08:58:50.200609,device_045,192.168.170.243,SUCCESS,0,NONE
txn_0034000,agent_043,customer_04030,vendor_0042,PAYMENT_LINK,946.81,INR,2026-08-19 19:36:47.200609,device_189,192.168.112.143,SUCCESS,0,NONE
txn_0086805,agent_040,customer_01067,vendor_0143,PAYMENT,1465.21,INR,2026-08-20 19:12:47.200609,device_128,192.168.37.158,SUCCESS,0,NONE
txn_0066128,agent_042,customer_01616,vendor_0471,PAYOUT,8071.62,INR,2026-08-08 14:53:55.200609,device_138,192.168.93.243,SUCCESS,0,NONE
txn_0028230,agent_031,customer_02172,vendor_0484,PAYMENT_LINK,4190.09,INR,2026-08-09 08:52:24.200609,device_185,192.168.72.179,SUCCESS,0,NONE
txn_0048900,agent_013,customer_00319,vendor_0049,PAYMENT,13450.87,INR,2026-08-08 16:29:39.200609,device_029,192.168.72.235,FAILED,0,NONE
txn_0097798,agent_038,customer_00507,vendor_0328,PAYOUT,4930.53,INR,2026-08-04 10:17:08.200609,device_102,192.168.180.161,SUCCESS,1,NEW_BENEFICIARY
txn_0015037,agent_026,customer_04451,vendor_0449,REFUND,11084.15,INR,2026-08-12 13:33:29.200609,device_132,192.168.207.175,SUCCESS,0,NONE
txn_0048469,agent_026,customer_00471,vendor_0087,PAYOUT,23023.23,INR,2026-08-05 17:58:06.200609,device_045,192.168.4.169,SUCCESS,0,NONE
txn_0028291,agent_025,customer_03060,vendor_0151,PAYMENT,4553.7,INR,2026-08-19 12:23:19.200609,device_125,192.168.99.191,SUCCESS,0,NONE
txn_0077778,agent_043,customer_00600,vendor_0199,PAYMENT,3253.13,INR,2026-08-05 08:30:40.200609,device_040,192.168.90.232,SUCCESS,0,NONE
txn_0016460,agent_025,customer_01405,vendor_0270,PAYMENT,11963.73,INR,2026-08-26 17:01:47.200609,device_138,192.168.114.122,SUCCESS,0,NONE
txn_0093660,agent_035,customer_03194,vendor_0082,PAYMENT,2347.26,INR,2026-08-06 18:12:33.200609,device_161,192.168.32.119,SUCCESS,0,NONE
txn_0030443,agent_026,customer_04374,vendor_0243,PAYOUT,18891.34,INR,2026-08-21 17:47:52.200609,device_134,192.168.201.3,SUCCESS,0,NONE
txn_0067221,agent_009,customer_01134,vendor_0170,PAYOUT,12368.56,INR,2026-08-18 11:08:21.200609,device_092,192.168.183.116,SUCCESS,0,NONE
txn_0085085,agent_046,customer_04083,vendor_0023,PAYOUT,16653.87,INR,2026-08-02 11:42:50.200609,device_031,192.168.194.70,SUCCESS,0,NONE
txn_0013313,agent_028,customer_00169,vendor_0157,PAYMENT,15565.98,INR,2026-08-10 15:47:16.200609,device_118,192.168.84.233,SUCCESS,0,NONE
txn_0037413,agent_003,customer_04605,vendor_0192,PAYMENT,4023.94,INR,2026-08-27 20:18:30.200609,device_100,192.168.147.87,SUCCESS,0,NONE
txn_0009276,agent_040,customer_01170,vendor_0415,PAYMENT_LINK,2674.21,INR,2026-08-16 21:07:24.200609,device_052,192.168.59.177,SUCCESS,0,NONE
txn_0044130,agent_026,customer_00967,vendor_0294,REFUND,17387.23,INR,2026-08-14 15:21:33.200609,device_050,192.168.109.199,FAILED,0,NONE
txn_0093681,agent_050,customer_03460,vendor_0478,REFUND,17737.46,INR,2026-08-18 09:46:53.200609,device_025,192.168.28.37,SUCCESS,0,NONE
txn_0042231,agent_016,customer_03267,vendor_0222,PAYMENT,5190.64,INR,2026-08-18 16:13:28.200609,device_181,192.168.61.48,SUCCESS,0,NONE
txn_0014782,agent_049,customer_03888,vendor_0130,PAYOUT,13773.86,INR,2026-08-28 12:11:31.200609,device_174,192.168.79.34,SUCCESS,0,NONE
txn_0062943,agent_033,customer_04030,vendor_0174,PAYMENT,5570.94,INR,2026-08-19 10:24:24.200609,device_072,192.168.101.34,SUCCESS,0,NONE
txn_0040258,agent_026,customer_00365,vendor_0106,PAYOUT,15280.53,INR,2026-08-02 14:03:14.200609,device_079,192.168.89.224,SUCCESS,0,NONE
txn_0013127,agent_020,customer_01875,vendor_0288,REFUND,100.0,INR,2026-08-20 15:15:21.200609,device_125,192.168.146.99,SUCCESS,0,NONE
txn_0020061,agent_027,customer_00235,vendor_0166,PAYMENT_LINK,2024.34,INR,2026-08-23 19:43:20.200609,device_120,192.168.50.71,SUCCESS,0,NONE
txn_0064797,agent_045,customer_00057,vendor_0193,PAYOUT,16233.5,INR,2026-08-14 09:41:53.200609,device_077,192.168.155.37,SUCCESS,0,NONE
txn_0073569,agent_032,customer_04657,vendor_0359,PAYMENT,252.13,INR,2026-08-06 13:53:43.200609,device_103,192.168.108.48,FAILED,0,NONE
txn_0063148,agent_007,customer_04730,vendor_0280,PAYMENT,6448.01,INR,2026-08-04 15:26:28.200609,device_053,192.168.210.217,FAILED,0,NONE
txn_0054503,agent_045,customer_02345,vendor_0109,PAYOUT,1915.4,INR,2026-08-31 13:42:36.200609,device_119,192.168.100.41,SUCCESS,0,NONE
txn_0067460,agent_048,customer_02765,vendor_0150,PAYMENT,8134.73,INR,2026-08-21 10:52:16.200609,device_129,192.168.141.218,SUCCESS,0,NONE
txn_0075746,agent_006,customer_03121,vendor_0156,PAYMENT,2909.86,INR,2026-08-10 12:43:00.200609,device_183,192.168.25.120,SUCCESS,0,NONE
txn_0066591,agent_015,customer_00343,vendor_0108,PAYMENT,3632.33,INR,2026-08-30 16:46:02.200609,device_026,192.168.29.27,SUCCESS,0,NONE
txn_0052641,agent_045,customer_04563,vendor_0002,PAYOUT,14490.59,INR,2026-08-30 10:52:42.200609,device_183,192.168.253.111,SUCCESS,0,NONE
txn_0008521,agent_020,customer_01827,vendor_0495,REFUND,18961.04,INR,2026-08-16 16:22:24.200609,device_076,192.168.204.230,SUCCESS,0,NONE
txn_0095528,agent_011,customer_00835,vendor_0389,PAYMENT,5236.5,INR,2026-08-05 08:41:26.200609,device_007,192.168.221.104,SUCCESS,1,NEW_BENEFICIARY
txn_0088237,agent_039,customer_04156,vendor_0004,PAYOUT,16271.37,INR,2026-08-13 15:15:25.200609,device_030,192.168.173.45,FAILED,0,NONE
txn_0021834,agent_045,customer_01572,vendor_0086,PAYOUT,11116.15,INR,2026-08-12 16:10:45.200609,device_132,192.168.69.154,SUCCESS,0,NONE
txn_0052414,agent_010,customer_02829,vendor_0222,REFUND,3802.3,INR,2026-08-17 13:02:19.200609,device_068,192.168.172.146,SUCCESS,0,NONE
txn_0091322,agent_024,customer_03174,vendor_0268,REFUND,1725.98,INR,2026-08-29 19:24:31.200609,device_037,192.168.102.77,FAILED,0,NONE
txn_0057810,agent_033,customer_02386,vendor_0200,REFUND,4661.42,INR,2026-08-21 19:17:15.200609,device_079,192.168.7.220,FAILED,0,NONE
txn_0005866,agent_043,customer_03889,vendor_0326,PAYMENT,3249.96,INR,2026-08-13 12:24:06.200609,device_106,192.168.130.236,SUCCESS,0,NONE
txn_0084488,agent_007,customer_01310,vendor_0337,PAYMENT,6488.84,INR,2026-08-21 15:21:34.200609,device_021,192.168.106.148,SUCCESS,0,NONE
txn_0052477,agent_011,customer_04606,vendor_0105,PAYOUT,9224.12,INR,2026-08-13 09:43:51.200609,device_194,192.168.156.56,SUCCESS,0,NONE
txn_0001376,agent_049,customer_02711,vendor_0480,PAYMENT,100.0,INR,2026-08-06 10:21:26.200609,device_190,192.168.51.129,SUCCESS,0,NONE
txn_0040539,agent_018,customer_00220,vendor_0428,REFUND,24609.95,INR,2026-08-28 14:54:34.200609,device_188,192.168.184.68,FAILED,0,NONE
txn_0043206,agent_042,customer_03443,vendor_0371,PAYOUT,16673.0,INR,2026-08-24 13:15:59.200609,device_173,192.168.32.221,FAILED,0,NONE
txn_0099184,agent_017,customer_02255,vendor_0092,PAYOUT,12913.62,INR,2026-08-19 13:34:45.200609,unknown_device_7328,192.168.0.77,SUCCESS,1,DEVICE_CHANGE
txn_0069657,agent_036,customer_03232,vendor_0237,PAYMENT,13304.01,INR,2026-08-05 09:16:34.200609,device_126,192.168.69.74,SUCCESS,0,NONE
txn_0000294,agent_047,customer_00129,vendor_0068,PAYMENT,20033.19,INR,2026-08-07 11:49:41.200609,device_187,192.168.215.96,FAILED,0,NONE
txn_0048702,agent_032,customer_03013,vendor_0370,PAYMENT_LINK,2595.02,INR,2026-08-04 20:50:26.200609,device_151,192.168.19.177,SUCCESS,0,NONE
txn_0091368,agent_004,customer_00617,vendor_0082,PAYMENT,3305.81,INR,2026-08-28 11:16:40.200609,device_187,192.168.45.21,FAILED,0,NONE
txn_0092843,agent_022,customer_02382,vendor_0144,REFUND,15242.57,INR,2026-08-04 14:43:18.200609,device_040,192.168.248.6,FAILED,0,NONE
txn_0074998,agent_011,customer_02404,vendor_0050,PAYMENT,5785.04,INR,2026-08-20 10:07:17.200609,device_130,192.168.134.22,SUCCESS,0,NONE
txn_0052786,agent_025,customer_00589,vendor_0116,PAYOUT,7774.22,INR,2026-08-18 08:06:27.200609,device_060,192.168.160.233,SUCCESS,0,NONE
txn_0068634,agent_043,customer_03230,vendor_0043,PAYMENT_LINK,100.0,INR,2026-08-14 10:13:39.200609,device_153,192.168.2.81,SUCCESS,0,NONE
txn_0029278,agent_010,customer_01332,vendor_0253,PAYOUT,13367.7,INR,2026-08-31 13:34:25.200609,device_026,192.168.198.217,FAILED,0,NONE
txn_0074230,agent_009,customer_01767,vendor_0311,PAYOUT,11452.72,INR,2026-08-22 17:54:14.200609,device_058,192.168.47.30,SUCCESS,0,NONE
txn_0062692,agent_030,customer_00494,vendor_0171,PAYOUT,8384.44,INR,2026-08-26 15:25:48.200609,device_146,192.168.137.166,SUCCESS,0,NONE
txn_0047068,agent_046,customer_03259,vendor_0040,REFUND,13785.86,INR,2026-08-29 13:24:30.200609,device_166,192.168.212.136,SUCCESS,0,NONE
txn_0028783,agent_037,customer_00854,vendor_0222,PAYOUT,12952.37,INR,2026-08-23 11:48:49.200609,device_096,192.168.4.168,SUCCESS,0,NONE
txn_0045918,agent_033,customer_04006,vendor_0434,REFUND,5207.42,INR,2026-08-25 18:25:39.200609,device_068,192.168.7.252,SUCCESS,0,NONE
txn_0050381,agent_021,customer_01277,vendor_0482,PAYMENT,3749.86,INR,2026-08-14 11:51:12.200609,device_088,192.168.243.177,SUCCESS,0,NONE
txn_0092052,agent_033,customer_00653,vendor_0442,PAYMENT,3500.65,INR,2026-08-30 17:45:16.200609,device_127,192.168.24.136,SUCCESS,0,NONE
txn_0006552,agent_040,customer_03885,vendor_0094,PAYMENT,2463.7,INR,2026-08-27 19:29:17.200609,device_198,192.168.106.86,SUCCESS,0,NONE
txn_0076270,agent_027,customer_04957,vendor_0262,PAYMENT_LINK,5088.47,INR,2026-08-16 12:02:16.200609,device_169,192.168.175.152,SUCCESS,0,NONE
txn_0085500,agent_037,customer_03846,vendor_0055,PAYMENT,13381.39,INR,2026-08-18 14:55:31.200609,device_111,192.168.97.190,FAILED,0,NONE
txn_0084740,agent_004,customer_02738,vendor_0291,REFUND,4681.69,INR,2026-08-10 19:57:14.200609,device_022,192.168.153.173,FAILED,0,NONE
txn_0009760,agent_042,customer_01727,vendor_0020,REFUND,18256.99,INR,2026-08-28 13:13:45.200609,device_059,192.168.13.89,SUCCESS,0,NONE
txn_0094736,agent_023,customer_04998,vendor_0287,PAYOUT,14925.92,INR,2026-08-25 12:33:33.200609,device_168,192.168.176.18,FAILED,0,NONE
txn_0049448,agent_004,customer_00846,vendor_0025,REFUND,3110.75,INR,2026-08-11 11:50:42.200609,device_143,192.168.88.234,FAILED,0,NONE
txn_0054357,agent_021,customer_03262,vendor_0410,PAYMENT,3282.37,INR,2026-08-14 18:36:11.200609,device_030,192.168.182.137,SUCCESS,0,NONE
txn_0045057,agent_032,customer_00765,vendor_0084,PAYMENT_LINK,1630.07,INR,2026-08-18 12:45:43.200609,device_128,192.168.186.128,SUCCESS,0,NONE
txn_0093920,agent_007,customer_04408,vendor_0429,PAYOUT,15443.92,INR,2026-08-10 09:14:01.200609,device_034,192.168.223.103,SUCCESS,0,NONE
txn_0047602,agent_013,customer_01331,vendor_0101,PAYMENT,13572.66,INR,2026-08-23 14:52:53.200609,device_043,192.168.174.70,FAILED,0,NONE
txn_0054743,agent_002,customer_00299,vendor_0498,PAYMENT,8531.97,INR,2026-08-12 14:40:39.200609,device_024,192.168.43.234,SUCCESS,0,NONE
txn_0069800,agent_029,customer_01963,vendor_0437,REFUND,3715.67,INR,2026-08-23 14:48:41.200609,device_052,192.168.148.251,FAILED,0,NONE
txn_0097668,agent_006,customer_03247,vendor_0069,PAYMENT,5470.61,INR,2026-08-15 16:29:00.200609,device_024,192.168.159.169,SUCCESS,1,TRANSACTION_BURST
txn_0076054,agent_037,customer_00909,vendor_0337,PAYMENT,16998.87,INR,2026-08-04 17:56:43.200609,device_147,192.168.144.214,FAILED,0,NONE
txn_0028536,agent_020,customer_01034,vendor_0021,REFUND,20117.25,INR,2026-08-23 17:15:52.200609,device_188,192.168.230.153,FAILED,0,NONE
txn_0091209,agent_022,customer_03537,vendor_0441,PAYOUT,21155.53,INR,2026-08-18 11:46:39.200609,device_180,192.168.144.183,SUCCESS,0,NONE
txn_0018991,agent_021,customer_04361,vendor_0308,PAYMENT,4490.45,INR,2026-08-12 13:07:42.200609,device_126,192.168.166.102,SUCCESS,0,NONE
txn_0096333,agent_023,customer_00114,vendor_0054,PAYOUT,4185.64,INR,2026-08-31 03:23:36.200609,device_057,192.168.80.245,FAILED,1,UNUSUAL_TIME
txn_0076363,agent_036,customer_00269,vendor_0294,PAYOUT,452.22,INR,2026-08-04 11:59:25.200609,device_172,192.168.149.184,SUCCESS,0,NONE
txn_0009972,agent_006,customer_04119,vendor_0411,REFUND,580.59,INR,2026-08-19 09:33:41.200609,device_077,192.168.67.151,FAILED,0,NONE
txn_0062908,agent_039,customer_04930,vendor_0414,PAYMENT,13701.66,INR,2026-08-16 10:38:43.200609,device_105,192.168.156.148,SUCCESS,0,NONE
txn_0089763,agent_007,customer_01928,vendor_0045,PAYOUT,16983.38,INR,2026-08-17 14:19:39.200609,device_126,192.168.24.175,FAILED,0,NONE
txn_0052812,agent_014,customer_02446,vendor_0244,PAYOUT,10786.65,INR,2026-08-20 13:52:02.200609,device_081,192.168.145.166,FAILED,0,NONE
txn_0090404,agent_001,customer_04321,vendor_0414,PAYOUT,16315.72,INR,2026-08-13 17:30:04.200609,device_124,192.168.41.175,SUCCESS,0,NONE
txn_0040332,agent_030,customer_04435,vendor_0199,PAYOUT,7168.41,INR,2026-08-20 12:49:23.200609,device_146,192.168.33.181,FAILED,0,NONE
txn_0053086,agent_023,customer_02579,vendor_0183,PAYMENT,7751.01,INR,2026-08-31 18:44:38.200609,device_109,192.168.3.31,SUCCESS,0,NONE
txn_0018707,agent_002,customer_02587,vendor_0458,PAYMENT,18615.66,INR,2026-08-15 14:48:48.200609,device_115,192.168.67.203,SUCCESS,0,NONE
txn_0083392,agent_027,customer_00369,vendor_0326,PAYMENT,2912.76,INR,2026-08-30 21:05:10.200609,device_133,192.168.102.204,FAILED,0,NONE
txn_0093709,agent_020,customer_02840,vendor_0186,PAYOUT,6404.77,INR,2026-08-17 14:46:12.200609,device_131,192.168.186.58,SUCCESS,0,NONE
txn_0014669,agent_010,customer_01908,vendor_0360,PAYOUT,22674.33,INR,2026-08-07 11:33:04.200609,device_110,192.168.59.174,SUCCESS,0,NONE
